NodeID,ParentID,Incident Number
Vehicle Fire.Bernal Heights.Fire,Vehicle Fire.Bernal Heights,29
Traffic Collision.Haight Ashbury.SFPD,Traffic Collision.Haight Ashbury,4
Traffic Collision.McLaren Park.Code 2 Transport,Traffic Collision.McLaren Park,14
Alarms.Hayes Valley.Code 2 Transport,Alarms.Hayes Valley,4
Citizen Assist - Service Call.Outer Mission.Patient Declined Transport,Citizen Assist - Service Call.Outer Mission,1
Traffic Collision.Excelsior.Against Medical Advice,Traffic Collision.Excelsior,21
Traffic Collision.Seacliff.Code 2 Transport,Traffic Collision.Seacliff,4
Medical Incident.Glen Park.Patient Declined Transport,Medical Incident.Glen Park,94
Fuel Spill.Pacific Heights.Fire,Fuel Spill.Pacific Heights,5
Other.Chinatown.Cancelled,Other.Chinatown,2
Smoke Investigation (Outside).Hayes Valley.No Merit,Smoke Investigation (Outside).Hayes Valley,1
Smoke Investigation (Outside).McLaren Park.Fire,Smoke Investigation (Outside).McLaren Park,17
Citizen Assist - Service Call.Marina.Code 2 Transport,Citizen Assist - Service Call.Marina,8
Medical Incident.Western Addition.Unable to Locate,Medical Incident.Western Addition,105
Medical Incident.Russian Hill.Against Medical Advice,Medical Incident.Russian Hill,86
Smoke Investigation (Outside).Seacliff.Fire,Smoke Investigation (Outside).Seacliff,2
Medical Incident.Sunset-Parkside.Code 3 Transport,Medical Incident.Sunset-Parkside,771
Citizen Assist - Service Call.Oceanview-Merced-Ingleside.Other,Citizen Assist - Service Call.Oceanview-Merced-Ingleside,3
Other.Bernal Heights.Unable to Locate,Other.Bernal Heights,1
Medical Incident.Lakeshore.Medical Examiner,Medical Incident.Lakeshore,58
HazMat.Haight Ashbury.Fire,HazMat.Haight Ashbury,5
Water Rescue.Financial District-South Beach.Medical Examiner,Water Rescue.Financial District-South Beach,13
Vehicle Fire.Golden Gate Park.Fire,Vehicle Fire.Golden Gate Park,18
Structure Fire.Mission Bay.No Merit,Structure Fire.Mission Bay,10
Structure Fire.Oceanview-Merced-Ingleside.Code 2 Transport,Structure Fire.Oceanview-Merced-Ingleside,13
Elevator - Escalator Rescue.Western Addition.Cancelled,Elevator - Escalator Rescue.Western Addition,1
Medical Incident.Financial District-South Beach.Gone on Arrival,Medical Incident.Financial District-South Beach,116
Other.Potrero Hill.Cancelled,Other.Potrero Hill,10
Gas Leak (Natural and LP Gases).Inner Richmond.Fire,Gas Leak (Natural and LP Gases).Inner Richmond,63
Other.Mission Bay.Fire,Other.Mission Bay,38
Medical Incident.Golden Gate Park.SFPD,Medical Incident.Golden Gate Park,5
Explosion.Outer Richmond.Fire,Explosion.Outer Richmond,5
Elevator - Escalator Rescue.Visitacion Valley.Fire,Elevator - Escalator Rescue.Visitacion Valley,4
Medical Incident.Lincoln Park.Code 2 Transport,Medical Incident.Lincoln Park,62
Smoke Investigation (Outside).Pacific Heights.Fire,Smoke Investigation (Outside).Pacific Heights,6
Traffic Collision.South of Market.Code 3 Transport,Traffic Collision.South of Market,68
Traffic Collision.Tenderloin.SFPD,Traffic Collision.Tenderloin,19
Explosion.Castro-Upper Market.Fire,Explosion.Castro-Upper Market,10
Traffic Collision.Western Addition.Patient Declined Transport,Traffic Collision.Western Addition,79
Medical Incident.Bernal Heights.Gone on Arrival,Medical Incident.Bernal Heights,19
Vehicle Fire.West of Twin Peaks.Code 2 Transport,Vehicle Fire.West of Twin Peaks,3
Citizen Assist - Service Call.Russian Hill.Patient Declined Transport,Citizen Assist - Service Call.Russian Hill,2
Medical Incident.Lakeshore.Other,Medical Incident.Lakeshore,14
Structure Fire.Mission.SFPD,Structure Fire.Mission,10
Citizen Assist - Service Call.Bayview Hunters Point.No Merit,Citizen Assist - Service Call.Bayview Hunters Point,6
Traffic Collision.Marina.Cancelled,Traffic Collision.Marina,2
Citizen Assist - Service Call.Noe Valley.No Merit,Citizen Assist - Service Call.Noe Valley,2
Other.Tenderloin.Patient Declined Transport,Other.Tenderloin,28
Medical Incident.Outer Mission.Against Medical Advice,Medical Incident.Outer Mission,91
Electrical Hazard.Mission.Unable to Locate,Electrical Hazard.Mission,1
HazMat.Tenderloin.Fire,HazMat.Tenderloin,5
Traffic Collision.North Beach.Unable to Locate,Traffic Collision.North Beach,2
Medical Incident.Bernal Heights.SFPD,Medical Incident.Bernal Heights,33
Citizen Assist - Service Call.Seacliff.Cancelled,Citizen Assist - Service Call.Seacliff,1
Gas Leak (Natural and LP Gases).Nob Hill.Code 2 Transport,Gas Leak (Natural and LP Gases).Nob Hill,4
Water Rescue.Outer Richmond.Fire,Water Rescue.Outer Richmond,110
Electrical Hazard.Oceanview-Merced-Ingleside.No Merit,Electrical Hazard.Oceanview-Merced-Ingleside,1
Gas Leak (Natural and LP Gases).Castro-Upper Market.Fire,Gas Leak (Natural and LP Gases).Castro-Upper Market,42
Traffic Collision.Tenderloin.Gone on Arrival,Traffic Collision.Tenderloin,8
Medical Incident.Nob Hill.Code 3 Transport,Medical Incident.Nob Hill,459
Traffic Collision.Lone Mountain-USF.Code 3 Transport,Traffic Collision.Lone Mountain-USF,6
Outside Fire.Chinatown.Code 2 Transport,Outside Fire.Chinatown,3
Citizen Assist - Service Call.Presidio Heights.Code 2 Transport,Citizen Assist - Service Call.Presidio Heights,8
Traffic Collision.Glen Park.Unable to Locate,Traffic Collision.Glen Park,5
Traffic Collision.Pacific Heights.Code 2 Transport,Traffic Collision.Pacific Heights,74
Water Rescue.Presidio.Cancelled,Water Rescue.Presidio,26
Medical Incident.Golden Gate Park.Gone on Arrival,Medical Incident.Golden Gate Park,8
Fuel Spill.Hayes Valley.No Merit,Fuel Spill.Hayes Valley,1
Medical Incident.Oceanview-Merced-Ingleside.Fire,Medical Incident.Oceanview-Merced-Ingleside,26
Gas Leak (Natural and LP Gases).Outer Richmond.Fire,Gas Leak (Natural and LP Gases).Outer Richmond,85
Vehicle Fire.Financial District-South Beach.Fire,Vehicle Fire.Financial District-South Beach,60
Odor (Strange - Unknown).Oceanview-Merced-Ingleside.No Merit,Odor (Strange - Unknown).Oceanview-Merced-Ingleside,4
Citizen Assist - Service Call.Sunset-Parkside.Code 2 Transport,Citizen Assist - Service Call.Sunset-Parkside,29
Citizen Assist - Service Call.Inner Richmond.Fire,Citizen Assist - Service Call.Inner Richmond,51
Medical Incident.Marina.Code 3 Transport,Medical Incident.Marina,176
Medical Incident.Japantown.Patient Declined Transport,Medical Incident.Japantown,95
Smoke Investigation (Outside).Outer Richmond.Cancelled,Smoke Investigation (Outside).Outer Richmond,1
Medical Incident.Portola.Code 2 Transport,Medical Incident.Portola,1502
Water Rescue.Marina.Code 2 Transport,Water Rescue.Marina,13
Other.Oceanview-Merced-Ingleside.Unable to Locate,Other.Oceanview-Merced-Ingleside,2
Citizen Assist - Service Call.Bernal Heights.Other,Citizen Assist - Service Call.Bernal Heights,1
Industrial Accidents.Mission Bay.Code 3 Transport,Industrial Accidents.Mission Bay,6
Medical Incident.Outer Richmond.Other,Medical Incident.Outer Richmond,40
Medical Incident.South of Market.Cancelled,Medical Incident.South of Market,1046
Smoke Investigation (Outside).Presidio.Fire,Smoke Investigation (Outside).Presidio,2
Marine Fire.North Beach.Fire,Marine Fire.North Beach,11
Medical Incident.Castro-Upper Market.Other,Medical Incident.Castro-Upper Market,78
Medical Incident.West of Twin Peaks.Code 2 Transport,Medical Incident.West of Twin Peaks,2875
Vehicle Fire.Lakeshore.Other,Vehicle Fire.Lakeshore,1
Other.Mission.No Merit,Other.Mission,8
Structure Fire.Western Addition.No Merit,Structure Fire.Western Addition,35
Other.West of Twin Peaks.No Merit,Other.West of Twin Peaks,4
Other.Visitacion Valley.Cancelled,Other.Visitacion Valley,3
Traffic Collision.Presidio.Code 2 Transport,Traffic Collision.Presidio,41
Medical Incident.Lone Mountain-USF.Cancelled,Medical Incident.Lone Mountain-USF,74
Traffic Collision.Nob Hill.Cancelled,Traffic Collision.Nob Hill,4
Outside Fire.Outer Mission.Fire,Outside Fire.Outer Mission,49
Medical Incident.Mission.Code 2 Transport,Medical Incident.Mission,14249
Alarms.Haight Ashbury.No Merit,Alarms.Haight Ashbury,3
Traffic Collision.Haight Ashbury.Fire,Traffic Collision.Haight Ashbury,3
Medical Incident.Inner Richmond.Medical Examiner,Medical Incident.Inner Richmond,74
Water Rescue.Lakeshore.Fire,Water Rescue.Lakeshore,127
Vehicle Fire.Oceanview-Merced-Ingleside.Fire,Vehicle Fire.Oceanview-Merced-Ingleside,13
Medical Incident.Hayes Valley.Patient Declined Transport,Medical Incident.Hayes Valley,340
Alarms.Visitacion Valley.Other,Alarms.Visitacion Valley,3
Medical Incident.Mission Bay.Unable to Locate,Medical Incident.Mission Bay,86
Medical Incident.Financial District-South Beach.Fire,Medical Incident.Financial District-South Beach,90
Electrical Hazard.Financial District-South Beach.No Merit,Electrical Hazard.Financial District-South Beach,1
Assist Police.Bernal Heights.Fire,Assist Police.Bernal Heights,3
Gas Leak (Natural and LP Gases).Lakeshore.Fire,Gas Leak (Natural and LP Gases).Lakeshore,53
Elevator - Escalator Rescue.Chinatown.Fire,Elevator - Escalator Rescue.Chinatown,28
Structure Fire.Nob Hill.Other,Structure Fire.Nob Hill,2
Structure Fire.Portola.Fire,Structure Fire.Portola,193
Citizen Assist - Service Call.Outer Richmond.Fire,Citizen Assist - Service Call.Outer Richmond,114
Medical Incident.Oceanview-Merced-Ingleside.SFPD,Medical Incident.Oceanview-Merced-Ingleside,19
Gas Leak (Natural and LP Gases).Outer Richmond.SFPD,Gas Leak (Natural and LP Gases).Outer Richmond,3
Other.Mission Bay.Gone on Arrival,Other.Mission Bay,2
Citizen Assist - Service Call.Castro-Upper Market.Fire,Citizen Assist - Service Call.Castro-Upper Market,87
Fuel Spill.Presidio.Fire,Fuel Spill.Presidio,6
Electrical Hazard.Bernal Heights.No Merit,Electrical Hazard.Bernal Heights,1
Assist Police.Financial District-South Beach.Fire,Assist Police.Financial District-South Beach,4
Traffic Collision.Inner Sunset.SFPD,Traffic Collision.Inner Sunset,2
Structure Fire.West of Twin Peaks.Fire,Structure Fire.West of Twin Peaks,619
Medical Incident.Inner Richmond.Other,Medical Incident.Inner Richmond,12
Other.Western Addition.Fire,Other.Western Addition,54
Medical Incident.Bernal Heights.Fire,Medical Incident.Bernal Heights,51
Other.Excelsior.Medical Examiner,Other.Excelsior,2
Citizen Assist - Service Call.Nob Hill.Code 2 Transport,Citizen Assist - Service Call.Nob Hill,2
Traffic Collision.Mission Bay.Patient Declined Transport,Traffic Collision.Mission Bay,49
"Extrication - Entrapped (Machinery, Vehicle).Noe Valley.Fire","Extrication - Entrapped (Machinery, Vehicle).Noe Valley",6
Traffic Collision.Hayes Valley.Unable to Locate,Traffic Collision.Hayes Valley,26
Elevator - Escalator Rescue.Potrero Hill.Fire,Elevator - Escalator Rescue.Potrero Hill,25
Medical Incident.Presidio Heights.Code 3 Transport,Medical Incident.Presidio Heights,91
Gas Leak (Natural and LP Gases).Noe Valley.No Merit,Gas Leak (Natural and LP Gases).Noe Valley,7
Citizen Assist - Service Call.Financial District-South Beach.Other,Citizen Assist - Service Call.Financial District-South Beach,1
Outside Fire.Russian Hill.Fire,Outside Fire.Russian Hill,30
Medical Incident.Castro-Upper Market.Medical Examiner,Medical Incident.Castro-Upper Market,55
Vehicle Fire.Sunset-Parkside.Code 3 Transport,Vehicle Fire.Sunset-Parkside,7
Structure Fire.Mission.Fire,Structure Fire.Mission,2293
Vehicle Fire.Western Addition.Unable to Locate,Vehicle Fire.Western Addition,2
Administrative.Tenderloin.Other,Administrative.Tenderloin,2
Medical Incident.Outer Richmond.Medical Examiner,Medical Incident.Outer Richmond,118
Gas Leak (Natural and LP Gases).Bayview Hunters Point.No Merit,Gas Leak (Natural and LP Gases).Bayview Hunters Point,6
Medical Incident.Bayview Hunters Point.CHP,Medical Incident.Bayview Hunters Point,1
Medical Incident.Oceanview-Merced-Ingleside.Gone on Arrival,Medical Incident.Oceanview-Merced-Ingleside,5
Gas Leak (Natural and LP Gases).Treasure Island.No Merit,Gas Leak (Natural and LP Gases).Treasure Island,2
Other.Inner Sunset.Patient Declined Transport,Other.Inner Sunset,4
Structure Fire.Financial District-South Beach.Code 2 Transport,Structure Fire.Financial District-South Beach,21
Traffic Collision.Tenderloin.Fire,Traffic Collision.Tenderloin,6
Water Rescue.Bayview Hunters Point.No Merit,Water Rescue.Bayview Hunters Point,15
Citizen Assist - Service Call.Japantown.Against Medical Advice,Citizen Assist - Service Call.Japantown,2
Other.Mission Bay.SFPD,Other.Mission Bay,21
Water Rescue.Russian Hill.Patient Declined Transport,Water Rescue.Russian Hill,16
Outside Fire.South of Market.No Merit,Outside Fire.South of Market,7
Alarms.Tenderloin.No Merit,Alarms.Tenderloin,19
Medical Incident.Golden Gate Park.Fire,Medical Incident.Golden Gate Park,8
Traffic Collision.Sunset-Parkside.Cancelled,Traffic Collision.Sunset-Parkside,29
Other.Excelsior.SFPD,Other.Excelsior,1
Vehicle Fire.Inner Richmond.Fire,Vehicle Fire.Inner Richmond,8
Odor (Strange - Unknown).South of Market.Patient Declined Transport,Odor (Strange - Unknown).South of Market,4
Odor (Strange - Unknown).Treasure Island.Fire,Odor (Strange - Unknown).Treasure Island,2
Medical Incident.Treasure Island.No Merit,Medical Incident.Treasure Island,60
Structure Fire.Lakeshore.Code 2 Transport,Structure Fire.Lakeshore,13
Medical Incident.Outer Richmond.Gone on Arrival,Medical Incident.Outer Richmond,15
Gas Leak (Natural and LP Gases).Golden Gate Park.Fire,Gas Leak (Natural and LP Gases).Golden Gate Park,3
Electrical Hazard.Treasure Island.Fire,Electrical Hazard.Treasure Island,13
Water Rescue.Outer Richmond.Medical Examiner,Water Rescue.Outer Richmond,13
Electrical Hazard.Sunset-Parkside.Unable to Locate,Electrical Hazard.Sunset-Parkside,1
Medical Incident.Castro-Upper Market.Gone on Arrival,Medical Incident.Castro-Upper Market,45
Other.Noe Valley.Code 2 Transport,Other.Noe Valley,17
Structure Fire.Inner Sunset.Cancelled,Structure Fire.Inner Sunset,10
Electrical Hazard.Bayview Hunters Point.Fire,Electrical Hazard.Bayview Hunters Point,71
Elevator - Escalator Rescue.Tenderloin.No Merit,Elevator - Escalator Rescue.Tenderloin,14
Odor (Strange - Unknown).Bayview Hunters Point.Fire,Odor (Strange - Unknown).Bayview Hunters Point,11
Medical Incident.Russian Hill.Patient Declined Transport,Medical Incident.Russian Hill,168
Water Rescue.Golden Gate Park.Fire,Water Rescue.Golden Gate Park,14
Medical Incident.Oceanview-Merced-Ingleside.Medical Examiner,Medical Incident.Oceanview-Merced-Ingleside,81
Citizen Assist - Service Call.Lakeshore.Other,Citizen Assist - Service Call.Lakeshore,3
Medical Incident.Bayview Hunters Point.No Merit,Medical Incident.Bayview Hunters Point,578
Electrical Hazard.Noe Valley.Fire,Electrical Hazard.Noe Valley,78
Other.Mission Bay.Medical Examiner,Other.Mission Bay,2
Medical Incident.Glen Park.Against Medical Advice,Medical Incident.Glen Park,36
Structure Fire.Marina.Fire,Structure Fire.Marina,922
Medical Incident.McLaren Park.Cancelled,Medical Incident.McLaren Park,2
Other.Bayview Hunters Point.Code 2 Transport,Other.Bayview Hunters Point,16
Traffic Collision.Excelsior.Patient Declined Transport,Traffic Collision.Excelsior,38
Alarms.Chinatown.Fire,Alarms.Chinatown,1012
Medical Incident.Noe Valley.No Merit,Medical Incident.Noe Valley,189
Medical Incident.Seacliff.Cancelled,Medical Incident.Seacliff,5
Gas Leak (Natural and LP Gases).Bernal Heights.Fire,Gas Leak (Natural and LP Gases).Bernal Heights,56
Traffic Collision.Chinatown.No Merit,Traffic Collision.Chinatown,8
Outside Fire.Pacific Heights.No Merit,Outside Fire.Pacific Heights,2
Traffic Collision.Potrero Hill.No Merit,Traffic Collision.Potrero Hill,15
Citizen Assist - Service Call.Oceanview-Merced-Ingleside.Fire,Citizen Assist - Service Call.Oceanview-Merced-Ingleside,54
Medical Incident.Outer Richmond.SFPD,Medical Incident.Outer Richmond,20
Traffic Collision.Outer Mission.Unable to Locate,Traffic Collision.Outer Mission,9
Alarms.Potrero Hill.Fire,Alarms.Potrero Hill,993
Medical Incident.North Beach.Against Medical Advice,Medical Incident.North Beach,135
Outside Fire.Haight Ashbury.Unable to Locate,Outside Fire.Haight Ashbury,2
Medical Incident.Castro-Upper Market.SFPD,Medical Incident.Castro-Upper Market,57
Other.Treasure Island.Code 2 Transport,Other.Treasure Island,3
Water Rescue.Bernal Heights.Fire,Water Rescue.Bernal Heights,1
Medical Incident.Presidio Heights.Code 2 Transport,Medical Incident.Presidio Heights,1030
Gas Leak (Natural and LP Gases).Mission Bay.Unable to Locate,Gas Leak (Natural and LP Gases).Mission Bay,1
Gas Leak (Natural and LP Gases).Financial District-South Beach.Fire,Gas Leak (Natural and LP Gases).Financial District-South Beach,84
Medical Incident.Inner Richmond.Gone on Arrival,Medical Incident.Inner Richmond,4
Medical Incident.Pacific Heights.Cancelled,Medical Incident.Pacific Heights,81
Citizen Assist - Service Call.Financial District-South Beach.SFPD,Citizen Assist - Service Call.Financial District-South Beach,2
Traffic Collision.Presidio.Code 3 Transport,Traffic Collision.Presidio,8
Vehicle Fire.Outer Richmond.Fire,Vehicle Fire.Outer Richmond,19
Medical Incident.Mission.Code 3 Transport,Medical Incident.Mission,795
Alarms.Mission Bay.Cancelled,Alarms.Mission Bay,3
